RT	Mass	Rank	DistFromMS2	noise	SWpval	derivChanges	zeroCounts	maxInt	rtWindow	kurtosis	skew	outsideInt	DistToInflPtL2R	DistToInflPtR2L
2397.21	2408.53	0	7.544571614	0	0.000663419	2	2	8754.779297	18.13	1.725565547	0.659765434	0	0.375	0.375
2422.67	2427.19	0	2.282120924	0	4.14E-06	2	2	3988.711426	9.47	5.166666667	1.619847741	0	1	1
2404.32	2411.44	0	1.458590792	0	0.000173183	2	2	6450.67334	12.35	2.745433623	1.033441853	0	0.857142857	0.857142857
2443.7	2450.74	0	13.28737866	1	4.14E-06	2	2	6077.678223	14.04	5.166666667	1.619847741	970.167806	1	1
2441.33	2448.52	0	3.473254396	0	4.14E-06	2	2	5064.172363	14.37	5.166666667	1.619847741	0	1	1
2434.42	2441.4	0	5.671096578	0	0.000253069	4	3	7866.476563	21.01	2.587013609	0.949769451	0	0.333333333	0.333333333
2429.96	2437.09	0	8.69194845	0	4.14E-06	2	2	4959.851563	14.12	5.166666667	1.619847741	0	1	1
2438.64	2445.63	0	4.28470716	0	4.14E-06	2	2	7214.812988	12.53	5.166666667	1.619847741	0	1	1
2435.1	2442.12	0	6.291355457	0	0.000168615	2	2	6861.473145	16.6	2.706107369	1.024949793	0	0.857142857	0.857142857
2439.11	2446	0	16.50176571	1	7.32E-06	4	3	8289.696289	21.01	3.360786896	1.301024367	740.6269531	0.888888889	0.888888889
2463.01	2470.1	0	9.474720205	3	0.000165302	2	2	6989.11377	16.74	2.680183382	1.019359228	2474.669782	0.857142857	0.857142857
2447.95	2453.51	0	13.59339704	1	0.000361438	2	2	5011.436035	16.16	1.598239129	0.623015302	718.6029053	0.375	0.375
2466.72	2473.97	0	10.45119358	0	4.14E-06	2	2	4677.677246	14.11	5.166666667	1.619847741	0	1	1
2481.83	2488.99	0	8.182941533	0	0.000195243	2	2	5237.803711	16.59	3.186450697	1.129649463	0	0.857142857	0.857142857
2465.32	2472.54	0	9.283423378	0	4.14E-06	2	2	3326.537354	14.24	5.166666667	1.619847741	0	1	1
2473.97	2485.55	0	8.541659237	0	4.27E-05	4	3	5276.040039	18.83	3.901659383	1.342909472	0	0.375	0.375
2468.03	2475.2	0	11.62159735	0	4.14E-06	2	2	4598.038574	14.54	5.166666667	1.619847741	0	1	1
2503.54	2510.71	0	24.88092742	0	0.000150027	10	6	4845.347656	33.7	2.887223123	1.068645306	0	0.214285714	0.214285714
2485.26	2492.38	0	18.89546371	0	0.000135627	2	2	4793.371582	16.54	4.191155655	1.35665749	0	0.857142857	0.857142857
2472.54	2484.84	0	9.155321888	0	2.31E-05	6	4	4556.294434	24.24	5.371967377	1.624053958	0	0.3	0.3
2538.36	2543.41	0	11.17746562	0	4.14E-06	2	2	5696.445313	12.42	5.166666667	1.619847741	0	1	1
2526.32	2533.32	0	7.207614004	0	4.14E-06	2	2	5627.68457	12.19	5.166666667	1.619847741	0	1	1
2540.46	2546.99	0	21.28840563	1	0.000183853	2	2	8013.432129	15.51	2.862502384	1.058803248	844.6379743	0.857142857	0.857142857
2544.49	2551.46	0	15.3982384	0	4.14E-06	2	2	2296.243164	13.97	5.166666667	1.619847741	0	1	1
2553.08	2558.87	0	22.61069409	0	4.14E-06	2	2	4243.988281	11.18	5.166666667	1.619847741	0	1	1
2568.18	2572.04	0	25.2563206	0	4.14E-06	2	2	3832.945557	7.54	5.166666667	1.619847741	0	1	1
2571.92	2578.48	0	29.42035357	1	4.14E-06	2	2	5281.410156	13.04	5.166666667	1.619847741	771.597819	1	1
2585.19	2588.93	0	4.375176786	0	4.14E-06	2	2	3771.593994	7.71	5.166666667	1.619847741	0	1	1
2571.02	2574.94	0	15.27553473	1	4.14E-06	2	2	1832.457031	9.19	5.166666667	1.619847741	301.9411418	1	1
2612.36	2618.2	0	5.525193435	1	4.14E-06	2	2	2218.579102	12.75	5.166666667	1.619847741	302.8106079	1	1
2614.93	2620.46	0	11.13576788	0	4.14E-06	2	2	1822.195435	9.33	5.166666667	1.619847741	0	1	1
2593.96	2599.42	0	10.24909625	2	4.14E-06	2	2	1817.720703	9.66	5.166666667	1.619847741	474.90625	1	1
2619.42	2623.75	0	4.428303785	0	4.14E-06	2	2	5554.333984	9.05	5.166666667	1.619847741	0	1	1
2599.42	2608.98	0	17.12835268	0	2.84E-05	4	3	4443.774414	15.02	4.94137877	1.560089865	0	0.375	0.375
2712.41	2719.52	0	25.20598439	0	4.14E-06	2	2	5637.371582	12.37	5.166666667	1.619847741	0	1	1
2691.03	2696.29	0	22.89598265	1	4.14E-06	2	2	6279.823242	10.57	5.166666667	1.619847741	708.031901	1	1
2635.08	2642.2	0	29.10394826	0	4.14E-06	2	2	7208.577637	14.01	5.166666667	1.619847741	0	1	1
2639.15	2643.05	0	9.482989087	0	4.14E-06	2	2	2878.424316	9.65	5.166666667	1.619847741	0	1	1
2660.55	2663.86	0	2.798154994	3	3.45E-05	5	3	4945.62793	10.18	4.588080848	1.485085021	1177.71048	0.375	0.375
2670.64	2673.8	0	0.617238359	0	4.14E-06	2	2	6667.123535	8.2	5.166666667	1.619847741	0	1	1
2649	2657.28	0	1.402397021	0	4.97E-06	4	3	7813.530762	13.32	6.143807388	1.837693964	0	0.888888889	0.888888889
1848.34	1850.98	0	15.30166253	2	4.14E-06	2	2	41456.13672	5.93	5.166666667	1.619847741	8810.700846	1	1
1853.79	1858.35	0	20.25738816	0	0.000187903	2	2	32099.78125	8.08	2.924072832	1.072191751	0	0.857142857	0.857142857
1841.83	1844.8	0	18.62556366	1	4.14E-06	2	2	24377.16602	5.17	5.166666667	1.619847741	2317.475911	1	1
1841.29	1844.16	0	11.99481096	0	4.14E-06	2	2	72262.3125	5.86	5.166666667	1.619847741	0	1	1
1922.82	1925.39	0	0.092848485	0	4.14E-06	2	2	30061.32227	5.76	5.166666667	1.619847741	0	1	1
2200.84	2206.73	0	5.874581988	0	4.14E-06	2	2	3900.513672	11.56	5.166666667	1.619847741	0	1	1
2204.15	2209.37	0	1.094545455	0	4.14E-06	2	2	15503.72559	11.53	5.166666667	1.619847741	0	1	1
2215.53	2221.82	0	2.292899289	0	4.14E-06	2	2	7232.628418	12.36	5.166666667	1.619847741	0	1	1
2253.2	2259.12	0	12.95446069	1	4.14E-06	2	2	7961.817383	10.96	5.166666667	1.619847741	1009.070882	1	1
2225.83	2231.64	0	2.557343173	0	0.000174791	2	2	12683.94336	13.56	2.760477806	1.036694092	0	0.857142857	0.857142857
2259.19	2265.38	0	2.75111244	0	4.14E-06	2	2	7284.379395	12.76	5.166666667	1.619847741	0	1	1
2252.82	2258.88	0	14.22402299	0	4.14E-06	2	2	6488.003906	11.95	5.166666667	1.619847741	0	1	1
2278.96	2285.14	0	4.101946969	0	4.14E-06	2	2	8394.902344	12.82	5.166666667	1.619847741	0	1	1
2274.3	2280.39	0	6.036956438	0	4.14E-06	2	2	7717.225586	11.95	5.166666667	1.619847741	0	1	1
2292.69	2298.88	0	2.291903443	0	4.14E-06	2	2	6161.655273	12.62	5.166666667	1.619847741	0	1	1
2288.5	2294.51	0	18.81387149	0	4.14E-06	2	2	9633.316406	11.89	5.166666667	1.619847741	0	1	1
2296.55	2301.04	0	4.496992121	0	0.000193949	2	2	8306.172852	12.52	3.076380984	1.105464205	0	0.857142857	0.857142857
2299.3	2309.28	0	12.16635813	1	2.29E-05	4	3	13157.80176	15.7	2.816767635	1.125983688	1069.444824	0.375	0.375
2320.85	2327.14	0	8.432635493	0	4.14E-06	2	2	9377.572266	12.68	5.166666667	1.619847741	0	1	1
2316.28	2322.95	0	17.73092389	0	4.14E-06	2	2	4390.554688	12.65	5.166666667	1.619847741	0	1	1
2362.18	2369.55	0	9.0048399	0	4.14E-06	2	2	4429.946289	14.29	5.166666667	1.619847741	0	1	1
2387.98	2394.18	0	1.791409155	0	4.14E-06	2	2	5008.78125	12.8	5.166666667	1.619847741	0	1	1
2383.44	2390.15	0	4.135380744	0	4.14E-06	2	2	4092.624023	14.08	5.166666667	1.619847741	0	1	1
2406.75	2413.38	0	0.466919146	0	4.14E-06	2	2	8458.818359	13.52	5.166666667	1.619847741	0	1	1
2421.87	2426.48	0	0.396991239	0	4.14E-06	2	2	6373.022949	9.19	5.166666667	1.619847741	0	1	1
2405.63	2412.5	0	3.306380726	0	4.14E-06	2	2	4581.179688	13.75	5.166666667	1.619847741	0	1	1
2406	2415.61	0	1.075262137	0	9.38E-05	2	2	6667.04541	16.21	2.369293261	0.952760043	0	0.857142857	0.857142857
2429.49	2436.48	0	3.075677587	0	4.14E-06	2	2	4836.537598	12.21	5.166666667	1.619847741	0	1	1
2425.52	2432.81	0	7.890330501	0	4.14E-06	2	2	3913.190918	14.53	5.166666667	1.619847741	0	1	1
2536.17	2542.87	0	9.785952729	2	4.14E-06	2	2	9913.079102	13.68	5.166666667	1.619847741	827.1044108	1	1
2554.96	2559.61	0	26.73476537	2	4.14E-06	2	2	2034.79895	9.52	5.166666667	1.619847741	745.9167684	1	1
2556.75	2563.35	0	0.230805348	0	4.14E-06	2	2	5050.333008	12.82	5.166666667	1.619847741	0	1	1
2536.77	2546.8	0	7.784271765	0	0.001055015	2	2	5425.131836	15.89	2.826825783	0.989737967	0	0.375	0.375
2562.15	2565.75	0	23.41491916	0	4.14E-06	2	2	4079.96582	9.18	5.166666667	1.619847741	0	1	1
1658.78	1661.87	0	7.377091172	0	4.14E-06	2	2	29298.49609	5.1	5.166666667	1.619847741	0	1	1
1674.02	1677.55	0	2.066430929	0	4.14E-06	2	2	30442.35156	7.06	5.166666667	1.619847741	0	1	1
1805.03	1808.74	0	7.814639906	0	4.14E-06	2	2	32610.38867	5.83	5.166666667	1.619847741	0	1	1
1832.73	1836.68	0	4.486688312	1	4.14E-06	3	2	15393.92969	7.09	5.166666667	1.619847741	2534.701986	1	1
1805.65	1809.36	0	15.47660567	1	4.14E-06	2	2	57469.47266	6.67	5.166666667	1.619847741	6182.585938	1	1
2443.7	2455.17	0	11.15381743	0	1.90E-05	6	4	8391.930664	23.18	2.102825773	0.900045842	0	0.3	0.3
2446.64	2453.64	0	25.74246888	0	4.14E-06	2	2	5494.693359	14.06	5.166666667	1.619847741	0	1	1
2487.8	2494.92	0	30.95139023	0	0.405199166	4	2	8892.417969	16.82	2.48180078	0.516419886	0	0.142857143	0.142857143
2663.86	2668.09	0	21.97536197	1	4.14E-06	2	2	5987.130859	7.54	5.166666667	1.619847741	416.4848226	1	1
2670.64	2678.1	0	13.87227348	1	0.000263502	4	3	6561.262207	14.32	2.827756647	1.037393362	377.2146539	0.333333333	0.333333333
2599.4	2602.11	0	9.090358624	0	4.14E-06	2	2	1926.311157	8.28	5.166666667	1.619847741	0	1	1
2656.6	2659.33	0	15.71694321	0	4.14E-06	2	2	4301.054199	7.37	5.166666667	1.619847741	0	1	1
1649.62	1650.94	0	7.841774691	0	4.14E-06	2	2	220898.25	2.98	5.166666667	1.619847741	0	1	1
1873.91	1877.95	0	6.885115312	0	4.14E-06	2	2	16726.125	6.82	5.166666667	1.619847741	0	1	1
1801.18	1805.35	0	13.46325266	0	4.14E-06	2	2	24086.16797	7.81	5.166666667	1.619847741	0	1	1
1918.97	1922.93	0	0.914169138	0	4.14E-06	2	2	38615.19141	6.77	5.166666667	1.619847741	0	1	1
1902.19	1906	0	17.4207715	0	4.14E-06	2	2	25942.16602	6.14	5.166666667	1.619847741	0	1	1
1903.42	1911.99	0	28.60073375	1	0.000240475	4	3	34581.58594	12.67	2.255735148	0.875538817	3014.593316	0.333333333	0.333333333
1906.3	1909.78	0	2.351018983	3	0.001082855	3	2	56807.48047	7.51	2.271974703	0.830876731	13429.70532	0.375	0.375
1908.84	1913.83	0	8.412	1	0.001021966	2	2	51453.59375	10.24	2.454488129	0.89249976	1430.985107	0.375	0.375
1961.98	1966.12	0	1.770963001	0	4.14E-06	2	2	23508.24219	8.97	5.166666667	1.619847741	0	1	1
1967.12	1971.62	0	8.555874439	0	4.14E-06	2	2	17100.51172	9.49	5.166666667	1.619847741	0	1	1
1972.38	1979.92	0	12.50043946	0	2.53E-05	4	3	32953.52344	12.02	5.119431145	1.598432351	0	0.375	0.375
2087.54	2091.76	0	15.01310988	1	0.003376298	2	2	33457.29688	7.66	1.592812941	0.562942129	2697.032227	0.4	0.4
2096.19	2101.57	0	13.36042824	2	4.14E-06	2	2	18954.42188	10.52	5.166666667	1.619847741	3755.699544	1	1
2071.87	2074.62	0	27.51293139	0	4.14E-06	2	2	35398.75391	8.25	5.166666667	1.619847741	0	1	1
2103.27	2107.58	0	5.574452089	0	4.14E-06	2	2	10887.21875	7.69	5.166666667	1.619847741	0	1	1
2112.99	2118.25	0	20.0777131	0	4.14E-06	2	2	13529.77832	11.31	5.166666667	1.619847741	0	1	1
2211.55	2217.69	0	27.85254466	0	4.14E-06	2	2	3312.213867	10.53	5.166666667	1.619847741	0	1	1
2265.38	2271.66	0	21.24300539	0	4.14E-06	2	2	10049.50098	12.47	5.166666667	1.619847741	0	1	1
2260.4	2270.7	0	16.2745049	0	0.000298037	4	3	12747.6875	21.77	5.132805159	1.518921844	0	0.454545455	0.272727273
2283.01	2289.48	0	13.20502356	1	4.14E-06	2	2	11510.37695	12.83	5.166666667	1.619847741	1101.243571	1	1
2297.72	2303.43	0	14.69712371	0	3.71E-05	4	3	28811.07031	14.93	4.419316214	1.449719717	0	0.375	0.375
2284.09	2290.66	0	28.37479089	0	4.21E-05	4	3	14977.76074	16.36	3.407522627	1.24304346	0	0.375	0.375
2409.23	2424.27	0	25.80333947	5	0.019832427	7	2	12451.32031	23.72	2.130975436	0.56795358	1805.314153	0.230769231	0.230769231
2392.42	2399.74	0	32.9472383	3	0.022240157	4	3	7708.62793	16.3	1.285740115	0.210973721	1955.925903	0.125	0.375
2394.91	2401.66	0	18.22078689	0	4.14E-06	2	2	5054.97168	13.38	5.166666667	1.619847741	0	1	1
2395.64	2404.56	0	11.90479379	0	0.000220397	4	3	12778.10254	20.48	3.542780624	1.215484266	0	0.333333333	0.333333333
2378.23	2383.73	0	15.66744493	0	4.14E-06	2	2	7926.381836	12.24	5.166666667	1.619847741	0	1	1
2417.29	2421.87	0	5.402927251	0	4.14E-06	2	2	7333.312988	10.56	5.166666667	1.619847741	0	1	1
2403.48	2410.19	0	6.681463626	0	4.14E-06	2	2	6969.820313	13.95	5.166666667	1.619847741	0	1	1
2404.32	2409.17	0	3.764592275	1	5.47E-05	4	3	7456.634277	19.02	3.590655808	1.235051179	580.8662109	0.8	0.8
2478.68	2490.05	0	27.59973469	1	0.000497108	2	2	7511.96582	18.62	1.62798158	0.629440048	918.4810181	0.375	0.375
2386	2392.65	0	29.76621084	0	4.14E-06	2	2	7912.759277	13.62	5.166666667	1.619847741	0	1	1
2470.1	2477.01	0	5.313720609	0	4.14E-06	2	2	4547.793457	14	5.166666667	1.619847741	0	1	1
2455.24	2460.7	0	2.806986043	0	2.72E-05	4	3	5204.083008	17.38	5.010679564	1.574967782	0	0.375	0.375
2415.95	2423.19	0	13.92492169	0	4.14E-06	2	2	1692.800537	14.02	5.166666667	1.619847741	0	1	1
2452.87	2459.86	0	13.90705745	0	4.14E-06	2	2	1707.361938	13.86	5.166666667	1.619847741	0	1	1
2472.88	2480.05	0	1.026135378	0	4.14E-06	2	2	1451.856934	14.56	5.166666667	1.619847741	0	1	1
2474.72	2481.83	0	3.107322737	1	4.14E-06	2	2	6773.035645	14.04	5.166666667	1.619847741	338.3134359	1	1
2466.16	2473.53	0	1.340874222	0	4.14E-06	2	2	5665.705566	12.83	5.166666667	1.619847741	0	1	1
2447.95	2453.51	0	13.41244779	0	0.000118923	2	2	1676.78186	13.61	2.440615086	0.967967704	0	0.857142857	0.857142857
2466.72	2473.97	0	7.887251915	0	4.14E-06	2	2	4329.638672	14.11	5.166666667	1.619847741	0	1	1
2463.19	2470.32	0	3.131107673	0	0.00062932	4	3	6002.771973	23.68	2.081309551	0.767254723	0	0.3	0.3
2486.45	2496.19	0	1.083930843	0	0.000164077	2	2	4748.929688	16.66	3.866043063	1.281849847	0	0.857142857	0.857142857
2467.87	2479.96	0	4.283915678	0	4.32E-05	4	3	6252.558105	19.36	3.807532002	1.323737483	0	0.375	0.375
2462.15	2469.13	0	20.17797393	0	4.14E-06	2	2	3118.80249	13.96	5.166666667	1.619847741	0	1	1
2504.19	2515.73	0	0.671741896	1	3.46E-05	4	3	8996.15625	18.6	3.035807513	1.169110638	344.3652649	0.375	0.375
2492.29	2503.31	0	5.253359588	1	9.70E-06	4	3	2326.406982	14.72	3.702928189	1.364142487	197.3398302	0.888888889	0.888888889
2503.54	2510.71	0	11.94725538	1	4.14E-06	2	2	6615.075195	14.52	5.166666667	1.619847741	982.6113281	1	1
2504.35	2511.23	0	1.001372311	0	4.14E-06	2	2	2525.775391	13.99	5.166666667	1.619847741	0	1	1
2482.3	2489.69	0	17.4745645	0	4.14E-06	2	2	4274.197754	14.6	5.166666667	1.619847741	0	1	1
2492.34	2499.42	0	5.721085963	2	1.79E-05	4	3	6428.088867	18.45	5.544538992	1.691653815	722.6981812	0.375	0.375
2470.32	2472.88	0	21.32992225	0	0	0	2	5558.88916	4.85	1.5	0.384900179	0	0.5	0.5
2523.51	2528.69	0	13.29914707	1	4.14E-06	2	2	5014.407227	10.25	5.166666667	1.619847741	409.8683675	1	1
2514.23	2521.13	0	16.18011191	0	4.14E-06	2	2	2434.31543	12.18	5.166666667	1.619847741	0	1	1
2509.26	2515.93	0	15.47844033	2	0.000193572	2	2	5260.178711	14.38	5.159495532	1.550458694	767.3856201	0.375	0.375
2554.96	2559.61	0	26.3249652	3	4.14E-06	2	2	2419.209229	9.52	5.166666667	1.619847741	1942.494283	1	1
2508.75	2522.57	0	11.95692301	0	0.00563084	4	3	11768.23145	20.88	3.211531437	1.062174112	0	0.111111111	0.111111111
2521.39	2525.38	0	5.283854243	1	4.14E-06	2	2	5158.11377	8.7	5.166666667	1.619847741	431.215861	1	1
2520.3	2526.91	0	3.297597971	1	4.14E-06	2	2	10264.04199	13.48	5.166666667	1.619847741	1325.185628	1	1
2548.23	2554.89	0	19.7052651	0	4.14E-06	2	2	4962.515137	13.78	5.166666667	1.619847741	0	1	1
2521.13	2526.32	0	4.688699862	0	4.14E-06	2	2	5092.615723	12.09	5.166666667	1.619847741	0	1	1
2522.57	2529.19	0	8.826742546	0	4.14E-06	2	2	7076.837891	13.46	5.166666667	1.619847741	0	1	1
2517.85	2523.29	0	9.264219284	0	4.14E-06	2	2	4722.311035	9.47	5.166666667	1.619847741	0	1	1
2563.32	2569.37	0	5.550022633	0	4.14E-06	2	2	4162.094238	10.88	5.166666667	1.619847741	0	1	1
2593.94	2602.67	0	15.26576763	1	0.000119687	2	2	4633.937988	13.8	2.443321057	0.968545502	334.7278878	0.857142857	0.857142857
2568.12	2571.07	0	1.316899283	0	4.14E-06	2	2	3479.00415	6.91	5.166666667	1.619847741	0	1	1
2560.3	2564.36	0	0.577884982	0	4.14E-06	2	2	1701.746704	8.95	5.166666667	1.619847741	0	1	1
2569.27	2572.49	0	5.388018782	0	4.14E-06	2	2	2107.575928	7.84	5.166666667	1.619847741	0	1	1
2560.3	2567.5	0	9.638263065	0	7.25E-05	6	4	2058.351807	17.5	2.551440882	1.065505311	0	0.454545455	0.272727273
2593.2	2597.89	0	7.920915797	0	4.14E-06	2	2	5920.793945	9.97	5.166666667	1.619847741	0	1	1
2583.55	2588.37	0	19.39871097	2	4.14E-06	3	2	3639.815918	10.34	5.166666667	1.619847741	1005.795654	1	1
2630.49	2637.37	0	20.63319041	0	4.14E-06	2	2	2448.834229	14.04	5.166666667	1.619847741	0	1	1
2579.09	2582.85	0	19.02768641	0	4.14E-06	2	2	1923.78064	8.97	5.166666667	1.619847741	0	1	1
2602.46	2608.98	0	11.02218119	0	4.14E-06	2	2	1787.493286	11.99	5.166666667	1.619847741	0	1	1
2673.61	2677.77	0	19.13342828	0	9.88E-06	4	3	6890.558105	12.68	4.686039676	1.549415641	0	0.888888889	0.888888889
2738.24	2739.37	0	17.76806214	0	0.049119838	2	2	4684.284668	6.67	1.185983043	0.097079354	0	0.2	0.4
2630.49	2637.37	0	0.227720806	0	4.14E-06	2	2	4878.277344	14.04	5.166666667	1.619847741	0	1	1
2601.27	2605.15	0	22.71009867	0	4.14E-06	2	2	5486.046387	7.15	5.166666667	1.619847741	0	1	1
2604.78	2611.07	0	19.32564663	2	4.14E-06	2	2	4749.814941	11.65	5.166666667	1.619847741	1330.571126	1	1
2612.01	2615.76	0	29.24812926	0	4.14E-06	2	2	3785.342285	8.9	5.166666667	1.619847741	0	1	1
2686.96	2694.08	0	10.99200558	1	8.81E-05	2	2	4854.943359	10.78	4.694772481	1.475673602	259.1526925	0.857142857	0.857142857
2788.09	2795.11	0	10.50787047	0	4.14E-06	2	2	2911.061523	14.05	5.166666667	1.619847741	0	1	1
2684.71	2690.29	0	17.70090076	0	9.66E-05	2	2	3400.519287	14.35	2.375610173	0.95410531	0	0.857142857	0.857142857
2678.39	2683.31	0	1.278241516	0	4.14E-06	2	2	2316.353516	9.75	5.166666667	1.619847741	0	1	1
2679.69	2685.05	0	17.42252895	0	4.14E-06	2	2	2138.31665	12	5.166666667	1.619847741	0	1	1
2790.56	2794.74	0	1.312019364	0	4.14E-06	2	2	1553.029419	8.62	5.166666667	1.619847741	0	1	1
2802.09	2806.22	0	21.18655979	1	4.14E-06	2	2	2368.12793	7.34	5.166666667	1.619847741	323.1730754	1	1
2948.15	2951.5	0	25.98750264	0	4.14E-06	2	2	2563.15332	7.4	5.166666667	1.619847741	0	1	1
2911.23	2916.11	0	6.489517582	0	4.14E-06	2	2	2871.021973	10.59	5.166666667	1.619847741	0	1	1
2908.26	2913.1	0	28.20860765	0	4.14E-06	2	2	2472.112061	9.17	5.166666667	1.619847741	0	1	1
2853.41	2857.1	0	16.04611216	0	4.14E-06	2	2	2915.331543	10.5	5.166666667	1.619847741	0	1	1
2864.12	2866.9	0	7.882754547	1	0.00017744	2	2	2552.880127	7.83	2.786896701	1.042410185	346.7365374	0.857142857	0.857142857
1588.95	1593.6	0	17.08355977	0	4.14E-06	2	2	25665.91797	9.41	5.166666667	1.619847741	0	1	1
1602.97	1607.07	0	7.307920781	0	4.14E-06	2	2	26612.66602	9.09	5.166666667	1.619847741	0	1	1
1998.21	2003.51	0	1.529888047	0	4.14E-06	2	2	11318.21973	9.79	5.166666667	1.619847741	0	1	1
2275.73	2282.34	0	2.376612151	0	4.14E-06	2	2	10873.35254	12.81	5.166666667	1.619847741	0	1	1
2289.48	2297.67	0	2.675465551	0	0.000119108	2	2	10324.34668	14.66	2.441269708	0.968107478	0	0.857142857	0.857142857
2282.22	2292.79	0	5.699711106	0	4.28E-05	4	3	9344.789063	16.36	3.88914984	1.340357306	0	0.375	0.375
2271.66	2280.21	0	27.97191704	0	0.092571851	2	3	10099.81641	16.8	1.879913827	0.378562873	0	0.375	0.125
2325.58	2343.61	0	16.85419203	0	0.000651665	4	3	10259.12891	25.4	1.536175249	0.544893267	0	0.25	0.416666667
2353.12	2364.68	0	26.49533942	0	0.000371469	6	4	7440.547363	31.13	1.544273355	0.536042257	0	0.357142857	0.214285714
2349.23	2359.95	0	10.86391342	0	0.000162398	4	3	6818.416016	19.28	2.200129445	0.873021239	0	0.333333333	0.333333333
2309.28	2315.82	0	20.39653317	0	4.14E-06	2	2	5009.001465	12.49	5.166666667	1.619847741	0	1	1
2353.12	2360.2	0	2.116992665	0	4.14E-06	2	2	3091.379639	13.82	5.166666667	1.619847741	0	1	1
2330.16	2336.3	0	22.39307513	0	4.14E-06	2	2	5148.86377	12.44	5.166666667	1.619847741	0	1	1
2384.08	2391.14	0	12.21056982	0	4.14E-06	2	2	6803.765625	13.53	5.166666667	1.619847741	0	1	1
2390.15	2397.21	0	8.94	0	4.14E-06	2	2	6520.714355	13.77	5.166666667	1.619847741	0	1	1
2009.35	2014.82	0	29.17397738	0	4.14E-06	2	2	12256.12109	10.31	5.166666667	1.619847741	0	1	1
2082.26	2089.9	0	21.08030894	0	1.00E-07	0	2	17761.54102	15.15	8.111111111	2.276839915	0	1	0.888888889
2096.19	2101.57	0	17.41764278	1	4.14E-06	2	2	18829.58008	10.52	5.166666667	1.619847741	3106.84668	1	1
2128.2	2132.22	0	19.61934787	0	4.14E-06	2	2	20239.41797	8.23	5.166666667	1.619847741	0	1	1
2110.82	2116.51	0	27.4956324	0	4.14E-06	2	2	12714.78711	11.24	5.166666667	1.619847741	0	1	1
2222.97	2227.92	0	18.56595147	0	4.14E-06	2	2	5997.680176	11	5.166666667	1.619847741	0	1	1
2209.37	2215.13	0	23.64927653	0	4.14E-06	2	2	4377.765625	10.98	5.166666667	1.619847741	0	1	1
2293.58	2309.28	0	20.1193986	0	0.003696031	9	4	18224.0918	28.06	3.537073634	1.109211406	0	0.071428571	0.071428571
2330.16	2338.48	0	18.42365048	0	0.00022834	4	3	5183.491211	18.6	2.226303517	0.86335591	0	0.333333333	0.333333333
2250.29	2257.01	0	18.65373445	1	4.14E-06	2	2	9262.12793	12.14	5.166666667	1.619847741	1181.241862	1	1
2270.16	2278.96	0	27.46051922	0	1.64E-05	4	3	10539.65234	18.55	3.370078818	1.279438655	0	0.8	0.8
2290.5	2296.28	0	25.77232646	2	4.14E-06	2	2	17525.0332	11.56	5.166666667	1.619847741	2464.945313	1	1
2280.39	2286.33	0	13.19219165	0	4.50E-06	4	3	10810.25293	17.89	6.277775706	1.865240043	0	0.888888889	0.888888889
2490.05	2497.13	0	13.0707495	0	4.14E-06	2	2	1365.562012	13.88	5.166666667	1.619847741	0	1	1
2427.65	2434.78	0	4.160451807	1	4.14E-06	2	2	1128.203125	14.34	5.166666667	1.619847741	139.8499451	1	1
2499.42	2506.47	0	26.70023593	1	4.14E-06	2	2	2533.230469	14.13	5.166666667	1.619847741	373.3943278	1	1
2470.32	2484.88	0	38.12064458	2	0.040814994	6	3	5363.319336	24.22	2.10476976	0.446313208	394.7305298	0.1	0.4
2493.87	2501	0	27.90141997	2	0.000935805	2	2	3941.04248	19.17	3.422008686	1.103928768	496.2960358	0.375	0.375
2494.92	2501.82	0	1.603561844	1	4.14E-06	2	2	2006.893433	14.02	5.166666667	1.619847741	287.9512736	1	1
2467.87	2475.09	0	22.20378916	1	4.14E-06	2	2	2102.924316	14.49	5.166666667	1.619847741	232.5140788	1	1
2615.79	2627.36	0	7.770969855	1	0.000335365	6	4	6871.763184	24.2	3.05498693	1.125891064	456.3084606	0.272727273	0.272727273
2488.59	2492.29	0	19.49025502	0	4.14E-06	2	2	5262.17627	9.94	5.166666667	1.619847741	0	1	1
2630.49	2647.27	0	26.35857122	1	6.53E-05	6	4	5752.793457	23.94	3.418314071	1.299617472	261.5499379	0.454545455	0.272727273
2549.13	2556.23	0	14.45299097	1	4.14E-06	2	2	3079.225098	14.12	5.166666667	1.619847741	321.62677	1	1
2494.43	2501.55	0	13.30467671	2	4.14E-06	2	2	6934.8125	14.4	5.166666667	1.619847741	1716.774333	1	1
2722.75	2728.47	0	12.67622899	0	4.14E-06	2	2	1919.858521	11.48	5.166666667	1.619847741	0	1	1
2614.7	2619.42	0	11.26918273	0	4.14E-06	2	2	1228.397461	9.51	5.166666667	1.619847741	0	1	1
2700.41	2709.31	0	29.25052098	0	0.000151041	4	3	6428.737305	18.35	3.014987463	1.124692538	0	0.333333333	0.333333333
2697.08	2704.51	0	11.76932929	1	2.12E-05	4	3	6368.772461	11.98	2.802647476	1.12321424	367.0681152	0.375	0.375
1805.03	1808.74	0	26.79489676	0	4.14E-06	2	2	30683.96094	5.83	5.166666667	1.619847741	0	1	1
1764.39	1769.36	0	25.96594887	3	4.14E-06	2	2	25024.20313	9.24	5.166666667	1.619847741	18657.60612	1	1
